question,predicted
Ken Pruitt  was a Republican member of an upper house of the legislature with how many members ?,Ken Pruitt was a Republican member of the upper house of the legislature of the U.
Which super bowl that took place at the Miami Dolphins home stadium featured the San Francisco 49ers defeating the San Diego Chargers?,Which Super Bowl was played at the home stadium of the Miami Dolphins?
Straight to Hell was the first ever country music release to merit this what organization's Parental Advisory label?,Straight to Hell is the first ever country music release to merit both a parental advisory
What is the occupation of the Miami Dolphins owner's wife?,What do Kara Ross and Stephen M. Ross have in common?
Bridge of Spies stars a Soviet intelligence officer with what name?,Which Soviet intelligence officer was involved in the release of Francis Gary Powers?
The person Planet Earth Rock and Roll Orchestra was the final solo album for died on what date?,When was the American rock musician who released Planet Earth Rock and Roll Orchestra born?
On what UHF channel is the station that Cindy Williams is on broadcast?,Cindy Williams is an award-winning news anchor with WCSH 6 in Portland
Docks has hosted the funk rock band formed in what city in 1983?,In what city was the American funk rock band formed?
Home was an animation film that included which Rihanna song that premiered on February 24 2015?,Which song premiered on BBC Radio 1 on February 24 2015 Rihanna's Towards the Sun
Are Harry Kizirian and Howard Kazanjian known for the same industry?,Are Howard Kazanjian and Harry Kizirian both film producers?
Which football club did Michael Whitham briefly manage in Lincolnshire England?,What is the name of the football club based in Gainsborough Lincolnshire England that
What cover for the main game of NBA 2K16 earned a gold medal playing with Team USA at the 2012 Summer Olympics?,Who earned a gold medal playing with Team USA at the 2012 Summer Olympics?
Who is both an Austrialian-born British independent filmaker and is known for his work  with the YouTube series THE PERIODIC TABLE OF VIDEOS?,The Periodic Table of Videos is a series of videos about chemical elements and the periodic
Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,Where was the 2013 IIHF World U20 Championship hosted?
What character did the star of Into The Homeland play on the TV show Nashville?,Who played the role of Jim Jones in Into The Homeland?
To what team was the 2014 NBA Rookie of the Year traded in October 2016? ,The 2016–17 Chicago Bulls season was the 51st season of the franchise in the
Are John Tardy and Stza from the same country?,Are John Tardy and Scott Sturgeon both vocalists?
Which came first Battle of Antietam or Battle of Guam?,Which battle was fought first the Second Battle of Guam or the Battle of Sharpsburg
Rimo I and Passu Sar are both part of which mountain range?,Passu Sar lies in the northern part of the remote Rimo Muztagh
This Ole House topped the UK chart in 1981 in a recording by a platinum-selling British rock and roll singer whose recording and performing career began when? ,This Ole House is a popular song written by Stuart Hamblen and published in 1954
Are both Barry Unsworth and P. G. Wodehouse from the same country?,Are Unsworth and Grenville Wodehouse both writers?
The 2015 Cotton Bowl was played at the stadium that was the home of which NFL team?,The 2015 Cotton Bowl Classic was a college football bowl game played on December 31 2015 at
What Cason CA soccer team features the son of Roy Lassiter?,What American professional soccer franchise based in the Los Angeles suburb of Carson California is the father
Are Dutch Smoushond and Sussex Spaniel's both dog breeds?,Are Dutch Smoushond and Sussex Spaniel both breeds of dog?
What Lithuanian producer is best known for a song that was one of the most popular songs in Ibiza in 2014?,What is the stage name of the Lithuanian producer who released Walking with Elephants
Easter Airways' head office is located at which airport owned by Manchester Airports Group?,Air Kilroe Limited trading as Eastern Airways is a British airline whose head office is at
Bure Family Wines is named after former ice hockey player?,What Russian-American former ice hockey right winger is the husband of Candace Cameron B
What is the name of the multi-use sports and recreation facility that currently houses professional football club Dynamo Kyiv?,Football Club Dynamo Kyiv is a Ukrainian professional football club based in Kiev Ukraine their home
Are The Man from Snowy River II and Miracle of the White Stallions filmed in different countries?,Are The Man from Snowy River II and Miracle of the White Stallions both films
Are both Superdrag and Collective Soul rock bands?,Are Superdrag and Collective Soul from the same country?
What 4 divisions make up the company of the wealthiest person in Georgia?,What is the name of the privately held media empire that has a stake of interest in
Where did the opera in which Iva Pacetti starred as Elena first premier?,Where was the premiere of the opera Mefistofele given?
Which tennis player was born first Kimberly Po or Leoš Friedl?,Who was born first Kimberly Po-Messerli or Leo Friedl?
Of all the teams John Nyskohus played for which team was known as the Black and Whites?,John Nyskohus played club football for what team?
What  profession did Mike Robbie's father practice?,Mike Robbie is the son of what American attorney politician and the principle founder of the Miami
